id,date,primary_type,location_description,arrest,domestic,community_area,year,latitude,longitude
13969386,2025-09-16T09:30:00.000,BATTERY,HOSPITAL BUILDING / GROUNDS,False,False,6,2025,41.93467909,-87.636706827
13969694,2025-09-16T09:30:00.000,BATTERY,STREET,False,True,25,2025,41.879924058,-87.764859013
13968436,2025-09-16T09:30:00.000,BATTERY,HOSPITAL BUILDING / GROUNDS,False,False,29,2025,41.861359279,-87.694400341
13968573,2025-09-16T09:29:00.000,THEFT,GAS STATION,False,False,42,2025,41.77268594,-87.605758495
13968343,2025-09-16T09:28:00.000,ASSAULT,STREET,False,False,75,2025,41.695620201,-87.654645602
13968459,2025-09-16T09:25:00.000,ASSAULT,STREET,False,True,1,2025,42.02253547,-87.673552385
13968397,2025-09-16T09:23:00.000,OTHER OFFENSE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,56,2025,41.815750197,-87.74218377
13968597,2025-09-16T09:19:00.000,DECEPTIVE PRACTICE,RESIDENCE,False,False,49,2025,41.712162707,-87.612678685
13969018,2025-09-16T09:10:00.000,THEFT,STREET,False,False,38,2025,41.808747436,-87.613856692
13968335,2025-09-16T09:03:00.000,THEFT,DEPARTMENT STORE,False,False,59,2025,41.830407799,-87.67371278
13968454,2025-09-16T09:00:00.000,CRIMINAL DAMAGE,STREET,False,False,25,2025,41.876768593,-87.746395256
13968523,2025-09-16T09:00:00.000,ASSAULT,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,15,2025,41.953164965,-87.768763578
13968753,2025-09-16T09:00:00.000,THEFT,STREET,False,False,32,2025,41.871509658,-87.63355634
13968596,2025-09-16T09:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,38,2025,41.805218476,-87.612572098
13968382,2025-09-16T09:00:00.000,ASSAULT,RESTAURANT,False,False,58,2025,41.808252074,-87.695859994
13968728,2025-09-16T09:00:00.000,OTHER OFFENSE,APARTMENT,False,False,28,2025,41.866127718,-87.657768444
13968754,2025-09-16T09:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,23,2025,41.894121219,-87.712614696
13968482,2025-09-16T09:00:00.000,CRIMINAL DAMAGE,STREET,False,False,15,2025,41.948845592,-87.748484216
13969197,2025-09-16T09:00:00.000,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,28,2025,41.877113661,-87.66918258
13968993,2025-09-16T09:00:00.000,THEFT,SMALL RETAIL STORE,False,False,41,2025,41.795190695,-87.588029654
13971234,2025-09-16T09:00:00.000,ASSAULT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,43,2025,41.764203594,-87.589938875
13968309,2025-09-16T08:49:00.000,CRIMINAL TRESPASS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,32,2025,41.882526427,-87.624384106
13968434,2025-09-16T08:45:00.000,ASSAULT,RESIDENCE - YARD (FRONT / BACK),False,False,28,2025,41.867513797,-87.686893519
13970483,2025-09-16T08:40:00.000,SEX OFFENSE,SIDEWALK,False,False,27,2025,41.876963962,-87.706006069
13968408,2025-09-16T08:32:00.000,OTHER OFFENSE,APARTMENT,False,False,69,2025,41.755859312,-87.601656868
13968500,2025-09-16T08:30:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,38,2025,41.808671855,-87.611432988
13968600,2025-09-16T08:30:00.000,THEFT,RESIDENCE,False,True,49,2025,41.694443727,-87.619013197
13970907,2025-09-16T08:30:00.000,BATTERY,BAR OR TAVERN,False,False,22,2025,41.922135992,-87.682671639
13972707,2025-09-16T08:26:00.000,BATTERY,GAS STATION,False,False,44,2025,41.736886394,-87.624170849
13969008,2025-09-16T08:25:00.000,THEFT,RESTAURANT,False,False,8,2025,41.893842714,-87.62422959
13970204,2025-09-16T08:20:00.000,BATTERY,APARTMENT,False,False,16,2025,41.943297086,-87.734699513
13968290,2025-09-16T08:20:00.000,MOTOR VEHICLE THEFT,GAS STATION,True,False,21,2025,41.938797346,-87.723377074
13968370,2025-09-16T08:16:00.000,DECEPTIVE PRACTICE,APARTMENT,False,True,25,2025,41.88410748,-87.770671948
13968557,2025-09-16T08:14:00.000,OTHER OFFENSE,APARTMENT,False,True,19,2025,41.934331719,-87.744250689
13968963,2025-09-16T08:06:00.000,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,20,2025,41.928985164,-87.732444659
13968412,2025-09-16T08:00:00.000,BATTERY,RESIDENCE,False,False,67,2025,41.773016999,-87.676174436
13969019,2025-09-16T08:00:00.000,THEFT,APARTMENT,False,False,60,2025,41.837421967,-87.651131129
13968283,2025-09-16T07:51:00.000,BATTERY,STREET,True,False,22,2025,41.91539154,-87.722288332
13969577,2025-09-16T07:45:00.000,CRIMINAL TRESPASS,SCHOOL - PUBLIC GROUNDS,False,False,16,2025,41.947200166,-87.73065622
13970477,2025-09-16T07:37:00.000,OTHER OFFENSE,APARTMENT,False,False,58,2025,41.811138516,-87.685949378
13968252,2025-09-16T07:35:00.000,NARCOTICS,SIDEWALK,True,False,23,2025,41.894468009,-87.707744723
13968272,2025-09-16T07:35:00.000,ASSAULT,STREET,False,False,40,2025,41.797725606,-87.622543319
13968476,2025-09-16T07:30:00.000,ASSAULT,RESIDENCE,False,True,73,2025,41.722295215,-87.660273537
13968505,2025-09-16T07:30:00.000,ASSAULT,APARTMENT,False,False,39,2025,41.807067906,-87.603843747
13970046,2025-09-16T07:30:00.000,CRIMINAL TRESPASS,ALLEY,False,False,40,2025,41.799475787,-87.624211019
13968361,2025-09-16T07:27:00.000,THEFT,SMALL RETAIL STORE,False,False,25,2025,41.909664252,-87.742728815
13968334,2025-09-16T07:27:00.000,ASSAULT,ALLEY,False,False,5,2025,41.942165356,-87.684485974
13968528,2025-09-16T07:21:00.000,ASSAULT,STREET,False,False,66,2025,41.772907566,-87.683470834
13968266,2025-09-16T07:20:00.000,CRIMINAL TRESPASS,CTA PLATFORM,True,False,34,2025,41.830954079,-87.630703226
13968415,2025-09-16T07:20:00.000,BATTERY,APARTMENT,False,True,40,2025,41.783084356,-87.618924839
13968800,2025-09-16T07:09:00.000,CRIMINAL DAMAGE,STREET,False,False,33,2025,41.85780634,-87.627964605
13968911,2025-09-16T07:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,21,2025,41.944214607,-87.715709243
13968602,2025-09-16T07:00:00.000,BATTERY,RESIDENCE,False,False,49,2025,41.70287318,-87.628162756
13968259,2025-09-16T07:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,25,2025,41.892301205,-87.7750478
13972245,2025-09-16T07:00:00.000,THEFT,STREET,False,False,6,2025,41.960183382,-87.672376042
13973255,2025-09-16T07:00:00.000,THEFT,STREET,False,False,3,2025,41.96968606,-87.674197329
13969483,2025-09-16T07:00:00.000,CRIMINAL DAMAGE,STREET,False,False,15,2025,41.954659992,-87.751067021
13968432,2025-09-16T06:45:00.000,ASSAULT,STREET,False,False,58,2025,41.82464283,-87.693246589
13969004,2025-09-16T06:30:00.000,THEFT,OTHER (SPECIFY),False,False,36,2025,41.824776206,-87.603767505
13968414,2025-09-16T06:30:00.000,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,32,2025,41.881650549,-87.632355065
13968230,2025-09-16T06:23:00.000,ROBBERY,CTA TRAIN,False,False,49,2025,41.721627204,-87.624485177
13968248,2025-09-16T06:20:00.000,ROBBERY,CTA BUS STOP,False,False,26,2025,41.878827508,-87.729073843
13968202,2025-09-16T06:20:00.000,ASSAULT,APARTMENT,False,False,38,2025,41.8087017,-87.622821809
13968219,2025-09-16T06:00:00.000,CRIMINAL DAMAGE,STREET,False,False,28,2025,41.865683297,-87.661536169
13968305,2025-09-16T06:00:00.000,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,73,2025,41.720401824,-87.64318717
13973215,2025-09-16T06:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,41,2025,41.791025787,-87.589016654
13968212,2025-09-16T05:53:00.000,CRIMINAL TRESPASS,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1,2025,41.998203987,-87.659117722
13968675,2025-09-16T05:50:00.000,THEFT,STREET,False,False,3,2025,41.962629122,-87.658338382
13968346,2025-09-16T05:50:00.000,THEFT,STREET,False,False,77,2025,41.991753049,-87.66580343
13969317,2025-09-16T05:47:00.000,ASSAULT,STREET,False,True,61,2025,41.808132886,-87.666172559
13969714,2025-09-16T05:30:00.000,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,False,False,4,2025,41.974218658,-87.696414144
13973576,2025-09-16T05:15:00.000,OTHER OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,4,2025,41.979738594,-87.692710749
13968201,2025-09-16T05:15:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,43,2025,41.759319016,-87.585750964
13970562,2025-09-16T05:15:00.000,BURGLARY,RESIDENCE - GARAGE,False,False,73,2025,41.724091825,-87.655448679
13968218,2025-09-16T05:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,49,2025,41.702841055,-87.618521107
13968287,2025-09-16T05:00:00.000,CRIMINAL DAMAGE,STREET,False,False,23,2025,41.906407782,-87.712727129
13968563,2025-09-16T05:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,33,2025,41.866937617,-87.624141504
13968196,2025-09-16T04:31:00.000,BATTERY,STREET,False,True,23,2025,41.900889986,-87.721067494
13968386,2025-09-16T04:30:00.000,WEAPONS VIOLATION,MEDICAL / DENTAL OFFICE,True,False,73,2025,41.700817821,-87.642645932
13969839,2025-09-16T04:22:00.000,CRIMINAL TRESPASS,RESIDENCE - YARD (FRONT / BACK),False,False,24,2025,41.893353174,-87.649390334
13968153,2025-09-16T04:11:00.000,CRIMINAL DAMAGE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,32,2025,41.881944424,-87.634195294
13976096,2025-09-16T04:07:00.000,STALKING,APARTMENT,False,False,43,2025,,
13968539,2025-09-16T04:06:00.000,CRIMINAL DAMAGE,RESIDENCE - GARAGE,False,False,38,2025,41.81241991,-87.619677406
13968158,2025-09-16T04:03:00.000,BATTERY,GAS STATION,False,False,29,2025,41.866184544,-87.724361483
13968237,2025-09-16T04:02:00.000,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,32,2025,41.881944424,-87.634195294
13968448,2025-09-16T04:00:00.000,THEFT,DRIVEWAY - RESIDENTIAL,False,False,56,2025,41.808972337,-87.744421231
13968194,2025-09-16T04:00:00.000,CRIMINAL TRESPASS,CONVENIENCE STORE,False,False,23,2025,41.895420644,-87.720539406
13968847,2025-09-16T04:00:00.000,THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,22,2025,41.930896787,-87.697587655
13968540,2025-09-16T03:59:00.000,MOTOR VEHICLE THEFT,STREET,False,False,71,2025,41.747494343,-87.667009634
13968225,2025-09-16T03:55:00.000,DECEPTIVE PRACTICE,STREET,True,False,47,2025,41.725413582,-87.59729878
13970082,2025-09-16T03:50:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,7,2025,41.923686202,-87.644972981
13968183,2025-09-16T03:40:00.000,BATTERY,APARTMENT,False,False,8,2025,41.909959349,-87.638555401
13968162,2025-09-16T03:38:00.000,CRIMINAL DAMAGE,STREET,False,False,23,2025,41.912385538,-87.706812959
13968161,2025-09-16T03:30:00.000,BATTERY,RESIDENCE,False,False,25,2025,41.892213868,-87.751917319
13968209,2025-09-16T03:27:00.000,BATTERY,ALLEY,False,False,71,2025,41.744201882,-87.665713523
13968546,2025-09-16T03:26:00.000,MOTOR VEHICLE THEFT,OTHER (SPECIFY),False,False,24,2025,41.890671114,-87.662255016
13968143,2025-09-16T03:15:00.000,CRIMINAL DAMAGE,STREET,False,False,29,2025,41.867767171,-87.719569986
13970076,2025-09-16T03:10:00.000,THEFT,RESIDENCE - PORCH / HALLWAY,False,False,28,2025,41.881546758,-87.661359011
13973897,2025-09-16T03:06:00.000,BURGLARY,RESIDENCE - GARAGE,False,False,38,2025,41.819461952,-87.621484893
13968410,2025-09-16T03:00:00.000,BURGLARY,HOTEL / MOTEL,False,False,8,2025,41.892017399,-87.624165306
13968203,2025-09-16T02:58:00.000,BATTERY,APARTMENT,False,True,71,2025,41.742490709,-87.64134575
13968184,2025-09-16T02:40:00.000,BATTERY,HIGHWAY / EXPRESSWAY,False,False,28,2025,41.863958152,-87.6450193
13968123,2025-09-16T02:35:00.000,WEAPONS VIOLATION,PARK PROPERTY,False,False,43,2025,41.762457226,-87.558634816
13968525,2025-09-16T02:35:00.000,BURGLARY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,58,2025,41.808080638,-87.707100375
13968182,2025-09-16T02:35:00.000,ROBBERY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,43,2025,41.75173741,-87.565495883
13968257,2025-09-16T02:30:00.000,CRIMINAL DAMAGE,RESIDENCE - PORCH / HALLWAY,False,False,1,2025,41.998883138,-87.663094815
13968241,2025-09-16T02:26:00.000,THEFT,GAS STATION,False,False,49,2025,41.707357722,-87.6109818
13969036,2025-09-16T02:21:00.000,THEFT,STREET,False,False,38,2025,41.810316577,-87.61507895
13968135,2025-09-16T02:20:00.000,WEAPONS VIOLATION,STREET,False,False,23,2025,41.907522078,-87.714277645
13968172,2025-09-16T02:03:00.000,CRIMINAL DAMAGE,DRUG STORE,False,False,24,2025,41.895732399,-87.687784384
13968384,2025-09-16T02:00:00.000,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,False,False,7,2025,41.930405303,-87.63880029
13971689,2025-09-16T02:00:00.000,CRIMINAL SEXUAL ASSAULT,HOTEL / MOTEL,False,False,77,2025,41.99060508,-87.671811275
13968185,2025-09-16T02:00:00.000,CRIMINAL DAMAGE,STREET,False,False,7,2025,41.925633261,-87.63746669
13968398,2025-09-16T02:00:00.000,THEFT,GAS STATION,False,False,1,2025,42.012915394,-87.674685821
13968188,2025-09-16T01:57:00.000,BATTERY,APARTMENT,True,True,8,2025,41.907153315,-87.639680572
13968187,2025-09-16T01:50:00.000,BATTERY,STREET,False,False,28,2025,41.878921089,-87.665220112
13968107,2025-09-16T01:40:00.000,ROBBERY,CTA BUS,False,False,24,2025,41.902371834,-87.68700855
13968130,2025-09-16T01:35:00.000,BATTERY,APARTMENT,True,True,58,2025,41.808389074,-87.687469934
13968146,2025-09-16T01:30:00.000,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,35,2025,41.831818944,-87.610864733
13968151,2025-09-16T01:30:00.000,BATTERY,APARTMENT,False,True,40,2025,41.785590911,-87.621742363
13968125,2025-09-16T01:30:00.000,BATTERY,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,19,2025,41.923955281,-87.767613787
13968267,2025-09-16T01:26:00.000,MOTOR VEHICLE THEFT,SIDEWALK,False,False,28,2025,41.888701814,-87.647570608
13968119,2025-09-16T01:22:00.000,ASSAULT,RESIDENCE - YARD (FRONT / BACK),False,False,29,2025,41.851525846,-87.726130227
13968186,2025-09-16T01:12:00.000,BATTERY,CTA PLATFORM,False,False,32,2025,41.884011993,-87.629442817
13968552,2025-09-16T01:09:00.000,BATTERY,STREET,False,True,28,2025,41.884092985,-87.675503811
13968163,2025-09-16T01:09:00.000,BATTERY,APARTMENT,True,True,43,2025,41.771068348,-87.583799955
13968092,2025-09-16T01:08:00.000,ASSAULT,APARTMENT,True,True,58,2025,41.8112511,-87.694293302
13968095,2025-09-16T01:05:00.000,THEFT,STREET,False,False,6,2025,41.945444439,-87.648532434
13968116,2025-09-16T01:00:00.000,CRIMINAL TRESPASS,BAR OR TAVERN,True,False,64,2025,41.778036709,-87.762515077
13968177,2025-09-16T01:00:00.000,BATTERY,APARTMENT,False,False,25,2025,41.876768593,-87.746395256
13971249,2025-09-16T01:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,51,2025,41.718883295,-87.570136057
13968351,2025-09-16T01:00:00.000,THEFT,STREET,False,True,53,2025,41.664598355,-87.631819486
13969601,2025-09-16T01:00:00.000,THEFT,STREET,False,False,43,2025,41.758401014,-87.565152564
13969451,2025-09-16T01:00:00.000,THEFT,STREET,False,False,70,2025,41.745971272,-87.685244965
13968086,2025-09-16T00:50:00.000,BATTERY,APARTMENT,False,True,25,2025,41.879783007,-87.773012281
13968680,2025-09-16T00:45:00.000,THEFT,STREET,False,False,58,2025,41.809372853,-87.704024967
13968093,2025-09-16T00:38:00.000,BATTERY,STREET,True,True,49,2025,41.692243188,-87.613362405
13968099,2025-09-16T00:30:00.000,PUBLIC PEACE VIOLATION,SIDEWALK,True,False,14,2025,41.968851501,-87.720711307
13969909,2025-09-16T00:30:00.000,THEFT,RESIDENCE,False,False,46,2025,41.75097227,-87.578412118
13968115,2025-09-16T00:27:00.000,BATTERY,RESIDENCE,False,True,70,2025,41.742280134,-87.715629231
13968121,2025-09-16T00:27:00.000,OTHER OFFENSE,APARTMENT,False,False,77,2025,41.992327366,-87.657494977
13968122,2025-09-16T00:23:00.000,WEAPONS VIOLATION,STREET,True,False,14,2025,41.968359643,-87.717513213
13968096,2025-09-16T00:14:00.000,WEAPONS VIOLATION,STREET,True,False,14,2025,41.968359742,-87.717531598
13968104,2025-09-16T00:14:00.000,BATTERY,SIDEWALK,False,False,14,2025,41.968359643,-87.717513213
13968094,2025-09-16T00:14:00.000,WEAPONS VIOLATION,STREET,False,False,14,2025,41.968359071,-87.717406581
13968106,2025-09-16T00:13:00.000,CRIMINAL DAMAGE,STREET,False,False,59,2025,41.827986506,-87.676438102
13968192,2025-09-16T00:13:00.000,PUBLIC PEACE VIOLATION,STREET,True,False,59,2025,41.826736901,-87.67579045
13968164,2025-09-16T00:10:00.000,MOTOR VEHICLE THEFT,STREET,False,False,44,2025,41.748793106,-87.605170835
13972002,2025-09-16T00:01:00.000,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,25,2025,41.909058339,-87.792414622
13975041,2025-09-16T00:00:00.000,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,False,False,32,2025,41.88477741,-87.637058225
13969003,2025-09-16T00:00:00.000,CRIMINAL DAMAGE,STREET,False,False,14,2025,41.969393886,-87.704794785
13969308,2025-09-16T00:00:00.000,BATTERY,SIDEWALK,False,True,43,2025,41.767379877,-87.58125861
13972748,2025-09-16T00:00:00.000,DECEPTIVE PRACTICE,RESIDENCE,False,False,25,2025,41.909740145,-87.800307533
13970911,2025-09-16T00:00:00.000,THEFT,STREET,False,False,41,2025,41.801768597,-87.598230068
13968077,2025-09-16T00:00:00.000,BATTERY,RESIDENCE,False,True,71,2025,41.744703128,-87.645085294
13975875,2025-09-16T00:00:00.000,DECEPTIVE PRACTICE,OTHER (SPECIFY),False,False,57,2025,,
13970027,2025-09-16T00:00:00.000,CRIMINAL DAMAGE,STREET,False,False,58,2025,41.815093173,-87.704251437
13970687,2025-09-16T00:00:00.000,THEFT,SIDEWALK,False,False,44,2025,41.743387373,-87.60136976
13969240,2025-09-16T00:00:00.000,BATTERY,APARTMENT,False,False,3,2025,41.962619937,-87.660982116
13976461,2025-09-16T00:00:00.000,THEFT,RESIDENCE,False,True,71,2025,,
13970078,2025-09-16T00:00:00.000,THEFT,STREET,False,False,10,2025,41.989165484,-87.781592042
13968112,2025-09-16T00:00:00.000,BATTERY,APARTMENT,False,True,28,2025,41.878307755,-87.680248605
13969562,2025-09-16T00:00:00.000,BURGLARY,SMALL RETAIL STORE,False,False,67,2025,41.76989754,-87.663955177
13968166,2025-09-15T23:53:00.000,ASSAULT,SIDEWALK,False,False,71,2025,41.752309907,-87.654235659
13968159,2025-09-15T23:46:00.000,BATTERY,APARTMENT,False,False,73,2025,41.730346246,-87.662013948
13968456,2025-09-15T23:45:00.000,MOTOR VEHICLE THEFT,STREET,False,False,41,2025,41.797202621,-87.596595271
13968156,2025-09-15T23:45:00.000,BATTERY,APARTMENT,False,True,75,2025,41.697645241,-87.65832628
13968067,2025-09-15T23:43:00.000,CRIMINAL DAMAGE,RESIDENCE,False,True,67,2025,41.778785639,-87.666671143
13968108,2025-09-15T23:41:00.000,THEFT,DEPARTMENT STORE,False,False,24,2025,41.895732399,-87.687784384
13968193,2025-09-15T23:40:00.000,BATTERY,APARTMENT,False,True,75,2025,41.697645241,-87.65832628
13968127,2025-09-15T23:40:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,35,2025,41.830697249,-87.614476891
13970058,2025-09-15T23:38:00.000,CRIMINAL TRESPASS,STREET,False,False,39,2025,41.805520687,-87.599192161
13968064,2025-09-15T23:37:00.000,WEAPONS VIOLATION,STREET,True,False,65,2025,41.781872387,-87.722850012
13968329,2025-09-15T23:30:00.000,THEFT,STREET,False,False,17,2025,41.950271322,-87.779780722
13968860,2025-09-15T23:30:00.000,CRIMINAL DAMAGE,STREET,False,False,54,2025,41.655238761,-87.605124124
13968056,2025-09-15T23:30:00.000,WEAPONS VIOLATION,STREET,True,False,46,2025,41.742377722,-87.541800956
13968023,2025-09-15T23:29:00.000,NARCOTICS,STREET,True,False,58,2025,41.82150552,-87.694616927
13968037,2025-09-15T23:27:00.000,CONCEALED CARRY LICENSE VIOLATION,ALLEY,True,False,22,2025,41.921625837,-87.724242467
13968029,2025-09-15T23:25:00.000,MOTOR VEHICLE THEFT,STREET,False,False,2,2025,41.998338154,-87.686244378
13968154,2025-09-15T23:20:00.000,MOTOR VEHICLE THEFT,STREET,False,False,73,2025,41.721272646,-87.658115693
13968140,2025-09-15T23:20:00.000,WEAPONS VIOLATION,BARBERSHOP,True,False,25,2025,41.880302933,-87.760474828
13968142,2025-09-15T23:18:00.000,DECEPTIVE PRACTICE,SIDEWALK,True,False,22,2025,41.925340728,-87.719455762
13968083,2025-09-15T23:15:00.000,ASSAULT,CHA APARTMENT,True,False,28,2025,41.877470199,-87.678222877
13968070,2025-09-15T23:14:00.000,ASSAULT,RESIDENCE,False,False,53,2025,41.679268926,-87.633508806
13968057,2025-09-15T23:08:00.000,BATTERY,SIDEWALK,True,False,8,2025,41.896375946,-87.6242787
13968060,2025-09-15T23:06:00.000,OTHER OFFENSE,ALLEY,False,True,38,2025,41.804535047,-87.606458255
13968319,2025-09-15T23:00:00.000,DECEPTIVE PRACTICE,GAS STATION,False,False,49,2025,41.721439376,-87.614131833
13969128,2025-09-15T23:00:00.000,BURGLARY,RESIDENCE,False,False,53,2025,41.675252382,-87.634602858
13968848,2025-09-15T23:00:00.000,THEFT,STREET,False,False,77,2025,41.989057091,-87.660902614
13968073,2025-09-15T23:00:00.000,CRIMINAL DAMAGE,RESIDENCE,False,True,23,2025,41.894198074,-87.712617625
13969089,2025-09-15T23:00:00.000,BURGLARY,RESIDENCE,False,False,53,2025,41.675252382,-87.634602858
13968289,2025-09-15T23:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,57,2025,41.801862389,-87.730758417
13972469,2025-09-15T23:00:00.000,BATTERY,CTA STATION,False,False,8,2025,41.888787301,-87.633988472
13968052,2025-09-15T23:00:00.000,ASSAULT,ALLEY,False,False,69,2025,41.756777754,-87.603673206
13968337,2025-09-15T23:00:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,26,2025,41.879782639,-87.723905577
13969091,2025-09-15T23:00:00.000,BURGLARY,RESIDENCE,False,False,53,2025,41.675252382,-87.634602858
13968464,2025-09-15T23:00:00.000,THEFT,STREET,False,False,42,2025,41.777767211,-87.600396013
13968079,2025-09-15T23:00:00.000,THEFT,CONVENIENCE STORE,False,False,32,2025,41.879392098,-87.633264712
13969379,2025-09-15T23:00:00.000,THEFT,APARTMENT,False,False,22,2025,41.924727978,-87.706107949
13968054,2025-09-15T22:58:00.000,PUBLIC PEACE VIOLATION,STREET,True,False,32,2025,41.886199104,-87.624527124
13969226,2025-09-15T22:58:00.000,CRIMINAL TRESPASS,GOVERNMENT BUILDING / PROPERTY,False,False,8,2025,41.893327862,-87.602514088
13968014,2025-09-15T22:45:00.000,ASSAULT,STREET,False,False,8,2025,41.910906878,-87.649195628
13968071,2025-09-15T22:35:00.000,ASSAULT,STREET,False,False,24,2025,41.899206329,-87.705553336
13968197,2025-09-15T22:30:00.000,BURGLARY,APARTMENT,False,False,43,2025,41.770812178,-87.569902065
13968270,2025-09-15T22:30:00.000,MOTOR VEHICLE THEFT,STREET,False,False,24,2025,41.893126459,-87.680211524
13968240,2025-09-15T22:30:00.000,CRIMINAL DAMAGE,STREET,False,False,58,2025,41.811074658,-87.70408901
13969613,2025-09-15T22:30:00.000,MOTOR VEHICLE THEFT,STREET,False,False,35,2025,41.832043206,-87.613364699
13969247,2025-09-15T22:30:00.000,BATTERY,RESIDENCE,False,True,44,2025,41.745249587,-87.624379304
13968227,2025-09-15T22:30:00.000,CRIMINAL DAMAGE,STREET,False,False,69,2025,41.755800981,-87.619872534
13972998,2025-09-15T22:29:00.000,DECEPTIVE PRACTICE,CHA APARTMENT,False,False,28,2025,41.877565108,-87.68479102
13968139,2025-09-15T22:25:00.000,CRIMINAL DAMAGE,APARTMENT,False,False,69,2025,41.761559243,-87.610330235
13968063,2025-09-15T22:24:00.000,ASSAULT,STREET,False,False,68,2025,41.779806409,-87.641131698
13968165,2025-09-15T22:19:00.000,BATTERY,APARTMENT,False,True,43,2025,41.760686518,-87.577074069
13968069,2025-09-15T22:15:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,41,2025,41.800695705,-87.585915707
13969270,2025-09-15T22:10:00.000,ROBBERY,STREET,False,False,24,2025,41.899348099,-87.69001433
13970025,2025-09-15T22:05:00.000,THEFT,RESIDENCE - GARAGE,False,False,14,2025,41.966654142,-87.705108527
13971094,2025-09-15T22:00:00.000,THEFT,RESIDENCE - YARD (FRONT / BACK),False,False,7,2025,41.920562668,-87.652234115
13968861,2025-09-15T22:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,61,2025,41.799424067,-87.673564853
13968368,2025-09-15T22:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,43,2025,41.76360449,-87.580536626
13968254,2025-09-15T22:00:00.000,MOTOR VEHICLE THEFT,STREET,False,False,43,2025,41.764322193,-87.560093231
13968017,2025-09-15T22:00:00.000,ASSAULT,RESIDENCE,False,False,53,2025,41.67807067,-87.619838547
13968175,2025-09-15T22:00:00.000,BATTERY,APARTMENT,False,True,46,2025,41.749211798,-87.566189275
13968312,2025-09-15T22:00:00.000,THEFT,STREET,False,False,33,2025,41.857279216,-87.623917855
13972218,2025-09-15T22:00:00.000,THEFT,PARK PROPERTY,False,False,31,2025,41.856728149,-87.647497504
13968138,2025-09-15T21:58:00.000,ASSAULT,APARTMENT,False,True,69,2025,41.761559243,-87.610330235
13968016,2025-09-15T21:47:00.000,CRIMINAL DAMAGE,APARTMENT,False,True,26,2025,41.871020381,-87.736472172
13968072,2025-09-15T21:42:00.000,OTHER OFFENSE,STREET,True,True,27,2025,41.876747638,-87.701087837
13968311,2025-09-15T21:40:00.000,ASSAULT,STREET,False,False,21,2025,41.93791173,-87.727149134
13968136,2025-09-15T21:40:00.000,OTHER OFFENSE,BAR OR TAVERN,False,False,6,2025,41.947233714,-87.655012347
13968033,2025-09-15T21:39:00.000,WEAPONS VIOLATION,APARTMENT,True,False,29,2025,41.856460541,-87.694357334
13968004,2025-09-15T21:36:00.000,NARCOTICS,STREET,True,False,25,2025,41.87837155,-87.762794421
13968239,2025-09-15T21:30:00.000,MOTOR VEHICLE THEFT,STREET,False,False,30,2025,41.843946694,-87.703796384
13968228,2025-09-15T21:30:00.000,THEFT,STREET,False,False,11,2025,41.971016141,-87.77948347
13968025,2025-09-15T21:22:00.000,WEAPONS VIOLATION,STREET,True,False,32,2025,41.873891377,-87.620569148
